     X (m)          Y (m)        Depth (m)
     42.2124       52.1753      -38.9350 
     44.2680       52.1706      -38.8975 
     46.2985       52.1591      -38.8617 
     48.2054       52.1046      -38.8009 
     54.3419       52.1804      -38.7318 
     56.1712       52.1329      -38.7393 
     64.2086       52.1882      -38.7380 
     66.2768       52.2041      -38.6800 
     10.2781       54.1452      -39.2670 
     12.2663       54.1513      -39.1971 
     22.2720       54.1497      -38.9440 
     24.2417       54.1561      -38.9333 
     26.2636       54.1110      -38.7458 
     28.2611       54.2059      -38.6965 
     32.2911       54.0956      -38.6439 
     38.3406       54.1726      -38.5748 
     40.2547       54.1378      -38.6184 
     42.2405       54.0546      -38.6967 
     44.3392       54.1575      -38.6604 
     48.1696       54.1315      -38.6721 
     50.2091       54.0688      -38.6792 
     52.2844       54.1190      -38.5471 
     54.3333       54.1464      -38.5469 
     56.1809       54.1117      -38.5938 
     58.2868       54.1093      -38.5340 
     62.1938       54.0850      -38.6203 
     20.2500       56.0939      -38.9833 
     32.2955       56.1476      -38.4169 
     36.2418       56.1251      -38.3820 
     42.2316       56.1116      -38.4298 
     44.2492       56.1518      -38.4389 
     58.2950       56.1768      -38.3383 
     62.2098       56.1122      -38.4148 
     64.1732       56.1597      -38.4011 
     22.2502       58.1000      -38.7452 
     34.1799       58.0921      -38.1689 
     48.2340       60.1539      -38.0169 
     56.2109       26.1024      -38.6889 
     32.2757       28.1186      -38.7854 
     82.2748       28.1038      -38.7906 
     84.2985       28.1249      -38.6821 
     10.2520       30.0977      -38.9324 
     12.3338       30.2130      -38.9433 
     18.2523       30.0830      -38.6093 
     22.2665       38.2704      -38.9375 
     24.2502       38.1361      -38.9544 
     70.2437       38.0912      -38.5417 
     78.2091       38.2099      -38.6364 
     90.2494       38.1213      -38.8094 
     20.1989       40.2051      -38.7967 
     22.3163       40.1592      -38.8302 
     32.2916       40.1304      -38.6466 
     42.2598       40.1518      -38.4138 
     46.2498       40.0143      -38.4266 
     52.2542       40.1060      -38.4448 
     58.3917       40.1154      -38.4089 
     64.3034       40.3076      -38.3952 
     66.2951       40.0864      -38.3562 
     70.1889       40.1613      -38.4091 
     72.2277       40.1209      -38.4444 
     74.3032       40.1261      -38.4800 
     78.2536       40.1703      -38.5029 
     80.3064       40.1732      -38.5463 
     86.2414       40.1750      -38.6793 
     10.1409       42.1640      -38.8605 
     12.2637       42.1469      -38.8389 
     14.2855       42.1119      -38.8246 
     18.2004       42.2336      -38.6668 
     22.3263       42.0618      -38.7116 
     24.2237       42.1386      -38.6759 
     26.2903       42.1179      -38.6271 
     28.2410       42.1744      -38.5567 
     30.2679       42.1298      -38.5143 
     34.2353       42.0429      -38.4698 
     38.2480       42.1100      -38.3744 
     42.2255       42.1311      -38.1680 
     44.3040       42.0523      -38.2173 
     48.2600       42.1861      -38.2153 
     56.2831       42.0390      -38.2092 
     58.3542       42.1436      -38.2356 
     60.1742       42.0820      -38.2368 
     62.2337       42.2178      -38.2546 
     64.3423       42.2315      -38.2561 
     66.2539       42.0577      -38.2427 
     26.3068       44.0813      -38.5328 
     32.2872       43.9744      -38.4444 
     52.2850       44.2431      -38.5200 
     60.1614       44.0376      -38.2656 
     62.2620       44.2338      -38.1509 
     66.2353       44.2174      -38.1252 
     12.2890       46.2064      -38.6780 
     64.3687       44.1732      -38.1106 
     78.3239       44.1798      -38.1988 
     80.2150       44.2710      -38.2254 
     86.3330       44.2257      -38.3682 
     88.2477       44.1002      -38.4271 
     14.3251       46.1562      -38.4391 
     22.3080       46.0694      -38.5338 
     24.2579       46.0978      -38.4421 
     28.3518       46.1598      -38.5734 
     32.2424       46.0290      -38.7929 
     34.3416       46.2320      -38.8677 
     36.2848       46.3976      -38.6751 
     38.3627       46.1249      -38.7262 
     42.2625       46.1874      -39.0327 
     44.2981       46.2478      -39.0665 
     70.2172       46.1415      -38.0366 
     80.2088       46.1806      -38.0322 
     86.2594       46.1690      -38.1349 
     32.3403       48.1197      -39.0076 
     34.2279       48.2579      -39.0211 
     38.2566       48.0700      -38.7868 
     42.2169       48.2276      -39.0958 
     44.2464       48.1751      -39.1277 
     46.2973       48.1586      -39.0948 
     48.2745       48.1463      -39.0732 
     52.2570       48.1767      -38.8842 
     56.2897       48.1472      -38.8519 
     76.2784       48.1053      -37.8040 
     20.2033       50.2269      -38.9649 
     28.2630       50.1155      -38.7407 
     30.2377       50.1366      -38.8980 
     32.2518       50.2008      -38.9467 
     46.3251       50.1392      -39.0219 
     48.1760       50.1379      -39.0138 
     56.2583       50.1201      -38.8535 
     16.2817       52.1571      -39.0404 
     30.2360       52.2107      -38.7743 
     32.2598       52.1294      -38.8169 
     36.2094       52.1854      -38.7139 
     38.2716       52.1901      -38.7229 
     50.2233       52.0951      -38.7689 
     52.2801       52.1810      -38.7438 
     58.2386       52.1230      -38.7258 
     60.3019       52.1641      -38.7356 
     20.3063       42.2443      -38.6740 
     36.2914       42.0008      -38.4884 
     46.2845       42.0745      -38.2049 
     50.3318       42.1456      -38.2349 
     68.1891       41.9738      -38.2245 
     70.2726       42.1201      -38.2570 
     74.2484       42.1360      -38.3320 
     78.3075       42.1800      -38.3088 
     80.3248       42.2388      -38.4198 
     82.2126       42.1386      -38.4953 
     84.1669       42.0639      -38.5108 
     86.2951       42.2769      -38.4833 
     88.2603       42.1119      -38.5262 
     10.1318       44.1103      -38.7189 
     12.2313       44.1749      -38.6886 
     16.2226       44.1275      -38.6014 
     22.2406       44.0621      -38.5715 
     24.2443       44.1348      -38.5120 
     28.2111       44.1023      -38.5778 
     34.2798       43.9921      -38.3867 
     58.2425       44.0797      -38.0804 
     68.2701       44.2606      -38.0602 
     70.4038       44.1969      -38.1487 
     16.3052       46.0965      -38.4149 
     18.1310       46.0555      -38.5592 
     20.2288       46.2306      -38.3616 
     68.2252       46.1812      -37.9600 
     72.2283       46.1422      -37.9685 
     78.2584       46.1925      -37.9559 
     82.2210       46.1102      -38.0060 
     84.3209       46.1542      -38.0777 
     88.2705       46.2068      -38.1276 
     90.2749       46.1529      -38.1531 
     54.3184       48.2713      -38.8805 
     74.3976       48.1674      -37.8511 
     86.2846       48.1412      -37.9061 
     88.2774       48.1454      -37.8972 
     90.2647       48.1513      -37.9845 
     72.2835       42.0722      -38.3552 
     76.2794       42.0034      -38.3416 
     90.3035       42.1988      -38.5736 
     14.3244       44.1129      -38.7439 
     18.2567       44.2059      -38.6093 
     20.2741       44.2569      -38.5749 
     30.2768       43.9874      -38.4693 
     56.4070       44.1082      -38.1467 
